customer_id,signup_date,acquisition_channel,country,device_type,customer_segment,base_aov,repeat_score,discount_probability,refund_probability,total_orders,total_revenue,total_profit,avg_order_value,total_refunds,discount_order_rate,first_order_date,last_order_date,customer_lifetime_days,repeat_customer
C02307,2024-12-31,Organic,UK,Mobile,Seasonal Gifters,94.95,1.98,0.28,0.04,2,265.53000000000003,105.9,132.76500000000001,0.0,0.5,2024-12-31,2025-03-12,71,True
C02308,2024-06-05,Referral,Germany,Desktop,One-Time Buyers,66.07,1.38,0.41,0.07,1,48.5,13.76,48.5,0.0,1.0,2024-06-05,2024-06-05,0,False
C02309,2025-02-22,Google,UK,Desktop,Seasonal Gifters,111.41,1.8,0.3,0.04,2,214.33999999999997,107.78,107.16999999999999,0.0,0.5,2025-02-22,2025-04-17,54,True
C02310,2025-02-24,Facebook,UK,Desktop,Promo Shoppers,55.74,1.68,0.9,0.08,3,119.1,39.43,39.699999999999996,0.0,1.0,2025-02-24,2025-06-18,114,True
C02311,2025-06-18,Organic,UK,Mobile,Steady Repeaters,92.61,3.52,0.24,0.05,1,82.47,41.62,82.47,0.0,0.0,2025-06-18,2025-06-18,0,False
C02312,2024-07-06,Facebook,UK,Mobile,VIP Loyalists,106.82,3.85,0.2,0.03,6,785.86,364.15,130.97666666666666,0.0,0.16666666666666666,2024-07-06,2024-12-16,163,True
C02313,2024-09-17,Organic,UK,Desktop,One-Time Buyers,69.31,1.21,0.43,0.07,1,52.01,23.46,52.01,0.0,0.0,2024-09-17,2024-09-17,0,False
C02314,2025-02-08,Facebook,US,Mobile,One-Time Buyers,56.7,0.77,0.61,0.07,1,44.95,15.68,44.95,0.0,1.0,2025-02-08,2025-02-08,0,False
C02315,2024-11-13,Google,UK,Mobile,VIP Loyalists,139.74,5.5,0.15,0.03,6,852.47,494.75,142.07833333333335,0.0,0.0,2024-11-13,2025-06-27,226,True
C02316,2024-11-18,Organic,Germany,Mobile,VIP Loyalists,147.42,6.05,0.14,0.03,5,915.3900000000001,533.18,183.07800000000003,0.0,0.0,2024-11-18,2025-05-24,187,True
C02317,2024-09-08,Referral,UK,Desktop,Seasonal Gifters,105.17,2.25,0.27,0.04,3,383.31,189.38,127.77,0.0,0.3333333333333333,2024-09-08,2025-04-04,208,True
C02318,2024-08-31,Organic,UK,Mobile,Promo Shoppers,80.22,2.64,0.66,0.08,3,176.3,72.08,58.76666666666667,0.0,1.0,2024-08-31,2024-12-20,111,True
C02319,2024-11-26,Email,US,Desktop,Promo Shoppers,92.11,3.48,0.59,0.08,3,259.95,140.88,86.64999999999999,0.0,0.3333333333333333,2024-11-26,2025-03-28,122,True
C02320,2024-05-14,Referral,UK,Mobile,Steady Repeaters,83.01,4.0,0.23,0.05,6,535.18,234.8,89.19666666666666,0.0,0.3333333333333333,2024-05-14,2024-12-13,213,True
C02321,2025-04-28,Organic,UK,Mobile,Steady Repeaters,114.94,3.52,0.24,0.05,1,90.28,45.09,90.28,0.0,0.0,2025-04-28,2025-04-28,0,False
C02322,2025-04-04,Organic,UK,Desktop,One-Time Buyers,88.84,1.21,0.43,0.07,1,66.08,32.01,66.08,0.0,0.0,2025-04-04,2025-04-04,0,False
C02323,2024-09-18,Organic,UK,Mobile,Steady Repeaters,80.47,3.52,0.24,0.05,4,319.69,154.48,79.9225,19.85,0.25,2024-09-18,2025-01-13,117,True
C02324,2024-07-28,Facebook,US,Mobile,One-Time Buyers,31.9,0.77,0.61,0.07,1,27.74,-8.29,27.74,20.87,0.0,2024-07-28,2024-07-28,0,False
C02325,2025-04-08,Referral,US,Mobile,Seasonal Gifters,111.21,2.25,0.27,0.04,1,64.51,37.51,64.51,0.0,1.0,2025-04-08,2025-04-08,0,False
C02326,2025-04-24,Organic,UK,Tablet,One-Time Buyers,73.36,1.21,0.43,0.07,1,76.58,46.21,76.58,0.0,0.0,2025-04-24,2025-04-24,0,False
C02327,2024-05-18,Email,UK,Mobile,Steady Repeaters,127.97,4.64,0.21,0.05,6,768.63,371.20000000000005,128.105,0.0,0.16666666666666666,2024-05-18,2025-01-26,253,True
C02328,2025-01-09,Facebook,UK,Tablet,Steady Repeaters,77.79,2.24,0.34,0.05,3,217.01999999999998,120.62,72.33999999999999,0.0,0.0,2025-01-09,2025-03-13,63,True
C02329,2024-11-16,Google,Germany,Tablet,Promo Shoppers,71.26,2.4,0.7,0.08,3,183.02,83.59,61.00666666666667,0.0,0.6666666666666666,2024-11-16,2025-04-04,139,True
C02330,2024-10-05,Organic,US,Desktop,VIP Loyalists,126.72,6.05,0.14,0.03,6,847.15,439.53,141.19166666666666,0.0,0.0,2024-10-05,2025-05-21,228,True
C02331,2024-04-07,Google,US,Mobile,One-Time Buyers,62.44,1.1,0.45,0.07,1,55.27,33.38,55.27,0.0,0.0,2024-04-07,2024-04-07,0,False
C02332,2025-04-08,Email,France,Mobile,Steady Repeaters,118.83,4.64,0.21,0.05,3,331.03,172.75,110.34333333333332,0.0,0.0,2025-04-08,2025-05-24,46,True
C02333,2024-03-16,Referral,UK,Mobile,Promo Shoppers,48.72,3.0,0.63,0.08,4,151.03,29.549999999999997,37.7575,28.48,0.75,2024-03-16,2024-09-02,170,True
C02334,2024-08-02,Facebook,UK,Desktop,VIP Loyalists,108.56,3.85,0.2,0.03,5,555.52,302.78,111.104,0.0,0.2,2024-08-02,2024-12-19,139,True
C02335,2025-06-18,Organic,UK,Mobile,Promo Shoppers,99.79,2.64,0.66,0.08,1,88.7,37.13,88.7,0.0,1.0,2025-06-18,2025-06-18,0,False
C02336,2024-04-21,Google,US,Desktop,One-Time Buyers,58.74,1.1,0.45,0.07,1,64.22,34.13,64.22,0.0,0.0,2024-04-21,2024-04-21,0,False
C02337,2025-06-08,Referral,US,Mobile,Seasonal Gifters,113.77,2.25,0.27,0.04,1,131.91,70.45,131.91,0.0,0.0,2025-06-08,2025-06-08,0,False
C02338,2024-10-19,Google,UK,Desktop,Steady Repeaters,120.17,3.2,0.25,0.05,5,595.8100000000001,313.66,119.162,0.0,0.2,2024-10-19,2025-05-17,210,True
C02339,2024-06-20,Email,UK,Mobile,VIP Loyalists,170.89,7.97,0.13,0.03,9,1615.03,911.97,179.4477777777778,0.0,0.4444444444444444,2024-06-20,2025-05-15,329,True
C02340,2024-03-23,Google,UK,Mobile,Steady Repeaters,107.76,3.2,0.25,0.05,5,518.03,249.24,103.606,0.0,0.0,2024-03-23,2024-09-18,179,True
C02341,2025-03-24,Google,Germany,Mobile,Steady Repeaters,100.97,3.2,0.25,0.05,2,195.82999999999998,47.010000000000005,97.91499999999999,31.73,0.0,2025-03-24,2025-05-11,48,True
C02342,2024-03-15,Email,UK,Mobile,One-Time Buyers,66.03,1.59,0.38,0.07,1,48.4,28.44,48.4,0.0,0.0,2024-03-15,2024-03-15,0,False
C02343,2024-08-15,Facebook,UK,Mobile,Steady Repeaters,79.09,2.24,0.34,0.05,5,373.78,193.54000000000002,74.756,0.0,0.2,2024-08-15,2025-03-20,217,True
C02344,2024-05-12,Organic,Germany,Desktop,One-Time Buyers,70.54,1.21,0.43,0.07,1,55.96,36.82,55.96,0.0,0.0,2024-05-12,2024-05-12,0,False
C02345,2024-08-11,Email,UK,Mobile,Steady Repeaters,114.0,4.64,0.21,0.05,7,774.3,408.62,110.61428571428571,0.0,0.2857142857142857,2024-08-11,2025-06-19,312,True
C02346,2024-03-02,Organic,UK,Desktop,Promo Shoppers,56.48,2.64,0.66,0.08,1,40.46,7.51,40.46,0.0,1.0,2024-03-02,2024-03-02,0,False
C02347,2024-10-27,Organic,Germany,Tablet,Steady Repeaters,67.16,3.52,0.24,0.05,2,145.28,70.36,72.64,0.0,1.0,2024-10-27,2024-12-08,42,True
C02348,2024-04-07,Email,France,Desktop,Promo Shoppers,94.64,3.48,0.59,0.08,3,163.13,58.16,54.376666666666665,0.0,1.0,2024-04-07,2024-09-08,154,True
C02349,2024-08-13,Organic,France,Mobile,One-Time Buyers,68.67,1.21,0.43,0.07,1,43.14,24.27,43.14,0.0,0.0,2024-08-13,2024-08-13,0,False
C02350,2025-01-04,Google,UK,Tablet,One-Time Buyers,65.94,1.1,0.45,0.07,1,54.91,25.37,54.91,0.0,0.0,2025-01-04,2025-01-04,0,False
C02351,2024-05-15,Email,UK,Desktop,Seasonal Gifters,92.47,2.61,0.26,0.04,4,412.31,163.59,103.0775,0.0,0.0,2024-05-15,2025-06-18,399,True
C02352,2024-05-17,Organic,UK,Desktop,Steady Repeaters,96.53,3.52,0.24,0.05,9,992.3,422.49,110.25555555555555,43.66,0.2222222222222222,2024-05-17,2025-06-06,385,True
C02353,2025-03-14,Email,UK,Mobile,Promo Shoppers,58.44,3.48,0.59,0.08,3,150.48,71.44,50.16,0.0,0.6666666666666666,2025-03-14,2025-06-26,104,True
C02354,2024-03-20,Referral,UK,Mobile,Promo Shoppers,105.08,3.0,0.63,0.08,1,92.72,50.23,92.72,0.0,1.0,2024-03-20,2024-03-20,0,False
C02355,2024-05-05,Google,UK,Desktop,One-Time Buyers,67.63,1.1,0.45,0.07,1,51.47,27.38,51.47,0.0,0.0,2024-05-05,2024-05-05,0,False
C02356,2024-04-19,Organic,UK,Tablet,Seasonal Gifters,100.47,1.98,0.28,0.04,1,71.52,38.8,71.52,0.0,0.0,2024-04-19,2024-04-19,0,False
C02357,2024-02-15,Google,France,Mobile,Steady Repeaters,107.38,3.2,0.25,0.05,4,385.85,154.26,96.4625,53.88,0.25,2024-02-15,2024-08-01,168,True
C02358,2024-06-13,Referral,France,Tablet,One-Time Buyers,80.92,1.38,0.41,0.07,1,77.82,35.08,77.82,0.0,0.0,2024-06-13,2024-06-13,0,False
C02359,2025-04-05,Google,UK,Desktop,Seasonal Gifters,93.94,1.8,0.3,0.04,1,86.04,37.51,86.04,0.0,0.0,2025-04-05,2025-04-05,0,False
C02360,2024-10-05,Google,UK,Desktop,Seasonal Gifters,111.76,1.8,0.3,0.04,2,211.26,109.30000000000001,105.63,0.0,0.0,2024-10-05,2025-02-12,130,True
C02361,2024-09-28,Google,UK,Tablet,Steady Repeaters,124.13,3.2,0.25,0.05,2,313.06,175.44,156.53,0.0,0.0,2024-09-28,2024-11-03,36,True
C02362,2024-05-25,Facebook,France,Mobile,Seasonal Gifters,79.63,1.26,0.41,0.04,1,102.05,56.41,102.05,0.0,1.0,2024-05-25,2024-05-25,0,False
C02363,2024-03-26,Email,US,Mobile,Steady Repeaters,114.91,4.64,0.21,0.05,9,1047.25,551.61,116.36111111111111,0.0,0.0,2024-03-26,2025-05-25,425,True
C02364,2024-06-04,Google,UK,Mobile,Steady Repeaters,40.57,3.2,0.25,0.05,7,306.06,154.51999999999998,43.722857142857144,0.0,0.2857142857142857,2024-06-04,2025-06-11,372,True
C02365,2024-06-12,Facebook,Germany,Desktop,Promo Shoppers,62.59,1.68,0.9,0.08,1,40.57,10.97,40.57,0.0,1.0,2024-06-12,2024-06-12,0,False
C02366,2024-12-19,Referral,UK,Tablet,Promo Shoppers,55.48,3.0,0.63,0.08,3,157.38,35.9,52.46,42.35,0.6666666666666666,2024-12-19,2025-03-28,99,True
C02367,2025-04-22,Facebook,UK,Desktop,Promo Shoppers,73.58,1.68,0.9,0.08,2,110.94999999999999,63.54,55.474999999999994,0.0,0.5,2025-04-22,2025-06-07,46,True
C02368,2024-02-21,Google,Germany,Desktop,One-Time Buyers,68.54,1.1,0.45,0.07,1,39.69,13.9,39.69,0.0,1.0,2024-02-21,2024-02-21,0,False
C02369,2024-01-16,Organic,US,Desktop,Steady Repeaters,95.38,3.52,0.24,0.05,1,94.19,47.28,94.19,0.0,0.0,2024-01-16,2024-01-16,0,False
C02370,2024-02-10,Facebook,US,Desktop,Steady Repeaters,82.45,2.24,0.34,0.05,2,145.76999999999998,79.37,72.88499999999999,0.0,0.5,2024-02-10,2024-03-06,25,True
C02371,2024-08-18,Google,US,Mobile,Seasonal Gifters,131.81,1.8,0.3,0.04,2,314.75,153.41,157.375,0.0,0.5,2024-08-18,2024-12-01,105,True
C02372,2025-04-08,Google,UK,Desktop,Steady Repeaters,104.36,3.2,0.25,0.05,3,324.82,187.09,108.27333333333333,0.0,0.0,2025-04-08,2025-06-26,79,True
C02373,2024-01-21,Organic,UK,Mobile,One-Time Buyers,59.14,1.21,0.43,0.07,1,42.99,-12.46,42.99,30.74,0.0,2024-01-21,2024-01-21,0,False
C02374,2025-01-30,Organic,Germany,Mobile,Seasonal Gifters,99.31,1.98,0.28,0.04,2,192.98000000000002,88.57,96.49000000000001,0.0,0.0,2025-01-30,2025-05-12,102,True
C02375,2025-01-27,Facebook,UK,Mobile,VIP Loyalists,118.84,3.85,0.2,0.03,4,458.88,220.27,114.72,33.04,0.0,2025-01-27,2025-06-13,137,True
C02376,2024-02-01,Referral,UK,Mobile,VIP Loyalists,161.82,6.88,0.14,0.03,6,912.64,493.05,152.10666666666665,0.0,0.16666666666666666,2024-02-01,2024-06-20,140,True
C02377,2024-12-04,Google,UK,Desktop,One-Time Buyers,61.22,1.1,0.45,0.07,1,54.13,23.4,54.13,0.0,1.0,2024-12-04,2024-12-04,0,False
C02378,2024-02-29,Google,Germany,Mobile,Steady Repeaters,83.51,3.2,0.25,0.05,5,383.52,95.72,76.704,75.46,0.2,2024-02-29,2024-08-31,184,True
C02379,2024-02-03,Email,UK,Desktop,Steady Repeaters,116.01,4.64,0.21,0.05,6,563.39,292.23,93.89833333333333,0.0,0.3333333333333333,2024-02-03,2024-09-20,230,True
C02380,2024-11-22,Google,UK,Tablet,Steady Repeaters,71.31,3.2,0.25,0.05,3,157.39,80.22,52.46333333333333,0.0,0.0,2024-11-22,2025-02-14,84,True
C02381,2025-02-04,Organic,US,Mobile,Seasonal Gifters,129.29,1.98,0.28,0.04,1,171.61,71.25,171.61,0.0,0.0,2025-02-04,2025-02-04,0,False
C02382,2025-06-03,Facebook,Germany,Tablet,Promo Shoppers,53.82,1.68,0.9,0.08,1,33.83,12.81,33.83,0.0,1.0,2025-06-03,2025-06-03,0,False
C02383,2025-04-22,Google,UK,Mobile,Steady Repeaters,103.42,3.2,0.25,0.05,1,98.24,59.42,98.24,0.0,0.0,2025-04-22,2025-04-22,0,False
C02384,2024-05-25,Referral,UK,Tablet,Promo Shoppers,52.99,3.0,0.63,0.08,3,113.87,27.5,37.95666666666667,17.67,1.0,2024-05-25,2024-08-29,96,True
C02385,2025-05-13,Facebook,UK,Desktop,One-Time Buyers,78.86,0.77,0.61,0.07,1,52.26,17.05,52.26,0.0,1.0,2025-05-13,2025-05-13,0,False
C02386,2024-01-21,Organic,UK,Mobile,Promo Shoppers,78.11,2.64,0.66,0.08,3,201.82,90.25,67.27333333333333,0.0,0.3333333333333333,2024-01-21,2024-06-15,146,True
C02387,2025-04-04,Google,US,Desktop,Steady Repeaters,100.86,3.2,0.25,0.05,2,211.97,110.53,105.985,0.0,0.5,2025-04-04,2025-05-09,35,True
C02388,2024-09-18,Referral,UK,Mobile,One-Time Buyers,37.41,1.38,0.41,0.07,1,35.17,17.46,35.17,0.0,1.0,2024-09-18,2024-09-18,0,False
C02389,2024-04-20,Organic,UK,Mobile,Promo Shoppers,87.28,2.64,0.66,0.08,3,193.05,67.57,64.35000000000001,0.0,1.0,2024-04-20,2024-09-16,149,True
C02390,2024-01-13,Referral,US,Desktop,Steady Repeaters,114.15,4.0,0.23,0.05,4,387.7,170.11,96.925,0.0,0.5,2024-01-13,2024-07-18,187,True
C02391,2024-11-14,Facebook,UK,Mobile,One-Time Buyers,85.75,0.77,0.61,0.07,1,97.57,45.65,97.57,0.0,1.0,2024-11-14,2024-11-14,0,False
C02392,2024-03-12,Email,UK,Desktop,One-Time Buyers,84.43,1.59,0.38,0.07,1,43.53,21.51,43.53,0.0,0.0,2024-03-12,2024-03-12,0,False
C02393,2024-02-15,Referral,UK,Mobile,One-Time Buyers,69.14,1.38,0.41,0.07,1,58.94,14.81,58.94,0.0,1.0,2024-02-15,2024-02-15,0,False
C02394,2025-05-25,Email,US,Mobile,Promo Shoppers,86.36,3.48,0.59,0.08,1,66.05,14.93,66.05,0.0,1.0,2025-05-25,2025-05-25,0,False
C02395,2024-03-18,Facebook,UK,Mobile,Promo Shoppers,42.78,1.68,0.9,0.08,1,30.04,9.08,30.04,0.0,1.0,2024-03-18,2024-03-18,0,False
C02396,2025-02-23,Referral,US,Mobile,One-Time Buyers,72.25,1.38,0.41,0.07,1,42.82,22.99,42.82,0.0,0.0,2025-02-23,2025-02-23,0,False
C02397,2025-06-22,Google,Germany,Desktop,Seasonal Gifters,118.56,1.8,0.3,0.04,1,119.42,63.75,119.42,0.0,0.0,2025-06-22,2025-06-22,0,False
C02398,2025-03-11,Facebook,UK,Mobile,Seasonal Gifters,105.7,1.26,0.41,0.04,1,98.05,47.02,98.05,0.0,0.0,2025-03-11,2025-03-11,0,False
C02399,2024-09-21,Organic,US,Mobile,Seasonal Gifters,135.39,1.98,0.28,0.04,1,132.1,66.9,132.1,0.0,1.0,2024-09-21,2024-09-21,0,False
C02400,2024-06-09,Facebook,Germany,Mobile,One-Time Buyers,46.13,0.77,0.61,0.07,1,34.29,11.98,34.29,0.0,1.0,2024-06-09,2024-06-09,0,False
C02401,2024-11-12,Referral,UK,Desktop,Seasonal Gifters,121.29,2.25,0.27,0.04,3,386.76,151.89,128.92,0.0,0.3333333333333333,2024-11-12,2025-06-24,224,True
C02402,2024-09-08,Google,US,Desktop,VIP Loyalists,126.81,5.5,0.15,0.03,6,828.7,430.98,138.11666666666667,0.0,0.0,2024-09-08,2025-03-12,185,True
C02403,2024-04-16,Referral,UK,Desktop,VIP Loyalists,169.96,6.88,0.14,0.03,8,1453.76,859.16,181.72,0.0,0.125,2024-04-16,2025-01-16,275,True
C02404,2024-07-15,Email,UK,Mobile,Steady Repeaters,106.73,4.64,0.21,0.05,7,827.92,429.14,118.27428571428571,0.0,0.0,2024-07-15,2025-06-07,327,True
C02405,2025-04-02,Email,US,Mobile,Steady Repeaters,69.98,4.64,0.21,0.05,2,154.09,63.58,77.045,0.0,0.0,2025-04-02,2025-05-26,54,True
C02406,2025-05-08,Google,UK,Desktop,Steady Repeaters,96.42,3.2,0.25,0.05,2,188.24,87.00999999999999,94.12,0.0,0.5,2025-05-08,2025-06-16,39,True
C02407,2024-01-16,Google,UK,Mobile,Seasonal Gifters,130.19,1.8,0.3,0.04,2,241.99,125.03,120.995,0.0,0.0,2024-01-16,2024-05-10,115,True
C02408,2025-01-01,Referral,UK,Mobile,Promo Shoppers,82.02,3.0,0.63,0.08,3,244.35000000000002,27.46,81.45,93.94,0.0,2025-01-01,2025-05-02,121,True
C02409,2024-12-12,Organic,US,Mobile,Steady Repeaters,103.15,3.52,0.24,0.05,3,344.78999999999996,31.330000000000005,114.92999999999999,153.71,0.0,2024-12-12,2025-04-21,130,True
C02410,2025-06-30,Email,UK,Mobile,One-Time Buyers,49.81,1.59,0.38,0.07,1,36.43,10.59,36.43,0.0,1.0,2025-06-30,2025-06-30,0,False
C02411,2024-06-04,Referral,Germany,Mobile,Promo Shoppers,120.24,3.0,0.63,0.08,3,257.33,126.15,85.77666666666666,0.0,0.3333333333333333,2024-06-04,2024-10-18,136,True
C02412,2024-10-11,Email,UK,Mobile,Promo Shoppers,66.43,3.48,0.59,0.08,5,306.67,118.58,61.334,0.0,0.8,2024-10-11,2025-05-21,222,True
C02413,2025-01-16,Facebook,Germany,Mobile,One-Time Buyers,51.75,0.77,0.61,0.07,1,26.35,9.31,26.35,0.0,0.0,2025-01-16,2025-01-16,0,False
C02414,2025-02-21,Google,UK,Mobile,Steady Repeaters,80.67,3.2,0.25,0.05,1,87.62,46.69,87.62,0.0,0.0,2025-02-21,2025-02-21,0,False
C02415,2024-05-15,Organic,US,Desktop,Seasonal Gifters,130.16,1.98,0.28,0.04,1,127.46,56.73,127.46,0.0,1.0,2024-05-15,2024-05-15,0,False
C02416,2025-04-26,Organic,UK,Tablet,One-Time Buyers,49.7,1.21,0.43,0.07,1,42.06,10.09,42.06,0.0,1.0,2025-04-26,2025-04-26,0,False
C02417,2025-01-26,Email,France,Mobile,Steady Repeaters,115.17,4.64,0.21,0.05,3,285.45,148.38,95.14999999999999,0.0,0.3333333333333333,2025-01-26,2025-05-20,114,True
C02418,2024-05-21,Referral,UK,Mobile,One-Time Buyers,60.1,1.38,0.41,0.07,1,47.01,19.64,47.01,0.0,1.0,2024-05-21,2024-05-21,0,False
C02419,2024-05-15,Google,UK,Mobile,Steady Repeaters,86.05,3.2,0.25,0.05,5,479.49,236.62,95.898,0.0,0.2,2024-05-15,2024-12-31,230,True
C02420,2024-10-07,Google,US,Mobile,Steady Repeaters,118.63,3.2,0.25,0.05,2,252.44,134.06,126.22,0.0,0.0,2024-10-07,2024-10-30,23,True
C02421,2024-07-26,Email,UK,Desktop,One-Time Buyers,87.17,1.59,0.38,0.07,1,92.91,54.88,92.91,0.0,0.0,2024-07-26,2024-07-26,0,False
C02422,2024-03-06,Google,UK,Mobile,Promo Shoppers,66.64,2.4,0.7,0.08,2,85.69999999999999,16.669999999999998,42.849999999999994,0.0,1.0,2024-03-06,2024-05-21,76,True
C02423,2025-01-21,Email,US,Desktop,VIP Loyalists,138.78,7.97,0.13,0.03,3,440.79999999999995,262.4,146.9333333333333,0.0,0.0,2025-01-21,2025-04-22,91,True
C02424,2024-04-27,Organic,Germany,Desktop,Steady Repeaters,82.82,3.52,0.24,0.05,6,476.84000000000003,246.29000000000002,79.47333333333334,0.0,0.16666666666666666,2024-04-27,2025-01-02,250,True
C02425,2025-03-18,Email,UK,Mobile,VIP Loyalists,169.35,7.97,0.13,0.03,3,618.8,218.06,206.26666666666665,78.72,0.0,2025-03-18,2025-06-23,97,True
C02426,2024-08-28,Email,UK,Mobile,Seasonal Gifters,98.41,2.61,0.26,0.04,3,277.13,136.76,92.37666666666667,0.0,0.0,2024-08-28,2025-04-28,243,True
C02427,2024-01-31,Google,UK,Desktop,VIP Loyalists,134.1,5.5,0.15,0.03,1,132.46,75.81,132.46,0.0,0.0,2024-01-31,2024-01-31,0,False
C02428,2025-06-19,Google,UK,Tablet,One-Time Buyers,58.15,1.1,0.45,0.07,1,51.18,20.77,51.18,0.0,0.0,2025-06-19,2025-06-19,0,False
C02429,2025-02-19,Organic,Germany,Mobile,Seasonal Gifters,118.0,1.98,0.28,0.04,1,78.3,45.68,78.3,0.0,1.0,2025-02-19,2025-02-19,0,False
C02430,2024-08-20,Email,UK,Mobile,Promo Shoppers,89.82,3.48,0.59,0.08,1,88.57,39.08,88.57,0.0,0.0,2024-08-20,2024-08-20,0,False
C02431,2025-01-13,Referral,Germany,Mobile,One-Time Buyers,71.42,1.38,0.41,0.07,1,49.99,26.09,49.99,0.0,1.0,2025-01-13,2025-01-13,0,False
C02432,2024-04-16,Email,Germany,Tablet,Promo Shoppers,94.67,3.48,0.59,0.08,5,436.65,209.57,87.33,0.0,0.8,2024-04-16,2024-12-22,250,True
C02433,2024-06-29,Email,UK,Mobile,Steady Repeaters,110.15,4.64,0.21,0.05,7,839.34,406.33,119.9057142857143,0.0,0.14285714285714285,2024-06-29,2025-05-14,319,True
C02434,2024-01-05,Referral,UK,Mobile,Steady Repeaters,102.01,4.0,0.23,0.05,1,68.85,35.3,68.85,0.0,0.0,2024-01-05,2024-01-05,0,False
C02435,2024-02-13,Google,UK,Desktop,One-Time Buyers,78.55,1.1,0.45,0.07,1,61.02,22.08,61.02,0.0,1.0,2024-02-13,2024-02-13,0,False
C02436,2024-04-07,Organic,France,Desktop,Promo Shoppers,84.9,2.64,0.66,0.08,1,55.7,29.23,55.7,0.0,1.0,2024-04-07,2024-04-07,0,False
C02437,2025-04-01,Google,UK,Desktop,Steady Repeaters,126.19,3.2,0.25,0.05,3,322.08,88.7,107.36,49.82,0.0,2025-04-01,2025-06-27,87,True
C02438,2025-03-15,Facebook,Germany,Desktop,One-Time Buyers,31.34,0.77,0.61,0.07,1,24.3,9.19,24.3,0.0,1.0,2025-03-15,2025-03-15,0,False
C02439,2024-06-28,Facebook,US,Desktop,Steady Repeaters,87.97,2.24,0.34,0.05,1,89.46,29.32,89.46,0.0,0.0,2024-06-28,2024-06-28,0,False
C02440,2025-03-28,Referral,UK,Mobile,Steady Repeaters,79.74,4.0,0.23,0.05,2,142.72,62.290000000000006,71.36,0.0,0.0,2025-03-28,2025-06-05,69,True
C02441,2024-02-17,Email,US,Tablet,One-Time Buyers,57.71,1.59,0.38,0.07,1,46.37,19.58,46.37,0.0,0.0,2024-02-17,2024-02-17,0,False
C02442,2024-05-11,Organic,UK,Mobile,Promo Shoppers,56.4,2.64,0.66,0.08,4,167.06,14.530000000000001,41.765,48.77,0.75,2024-05-11,2024-11-02,175,True
C02443,2025-02-15,Email,UK,Desktop,One-Time Buyers,84.48,1.59,0.38,0.07,1,61.96,29.1,61.96,0.0,1.0,2025-02-15,2025-02-15,0,False
C02444,2025-01-25,Referral,UK,Mobile,VIP Loyalists,164.0,6.88,0.14,0.03,7,1060.77,600.51,151.53857142857143,0.0,0.0,2025-01-25,2025-06-22,148,True
C02445,2025-06-20,Organic,UK,Mobile,Promo Shoppers,76.97,2.64,0.66,0.08,1,62.22,25.22,62.22,0.0,1.0,2025-06-20,2025-06-20,0,False
C02446,2025-04-17,Google,Germany,Mobile,One-Time Buyers,76.63,1.1,0.45,0.07,1,60.65,31.71,60.65,0.0,1.0,2025-04-17,2025-04-17,0,False
C02447,2025-04-15,Organic,UK,Mobile,Promo Shoppers,74.18,2.64,0.66,0.08,1,46.29,20.2,46.29,0.0,1.0,2025-04-15,2025-04-15,0,False
C02448,2024-05-26,Email,UK,Tablet,Seasonal Gifters,119.65,2.61,0.26,0.04,1,161.24,66.18,161.24,0.0,0.0,2024-05-26,2024-05-26,0,False
C02449,2025-03-03,Email,UK,Desktop,One-Time Buyers,54.36,1.59,0.38,0.07,1,50.85,22.27,50.85,0.0,0.0,2025-03-03,2025-03-03,0,False
C02450,2024-09-10,Google,UK,Mobile,One-Time Buyers,70.33,1.1,0.45,0.07,1,58.0,-26.13,58.0,52.28,1.0,2024-09-10,2024-09-10,0,False
C02451,2024-08-25,Facebook,UK,Desktop,Seasonal Gifters,81.63,1.26,0.41,0.04,1,70.33,20.04,70.33,0.0,1.0,2024-08-25,2024-08-25,0,False
C02452,2025-04-25,Facebook,UK,Desktop,Promo Shoppers,68.84,1.68,0.9,0.08,2,98.61,38.39,49.305,0.0,1.0,2025-04-25,2025-05-31,36,True
C02453,2024-08-20,Facebook,Germany,Mobile,One-Time Buyers,59.76,0.77,0.61,0.07,1,42.48,12.29,42.48,0.0,1.0,2024-08-20,2024-08-20,0,False
C02454,2025-01-15,Google,Germany,Desktop,One-Time Buyers,70.98,1.1,0.45,0.07,1,73.17,30.15,73.17,0.0,0.0,2025-01-15,2025-01-15,0,False
C02455,2024-06-05,Google,Germany,Mobile,Steady Repeaters,113.9,3.2,0.25,0.05,1,91.97,55.11,91.97,0.0,0.0,2024-06-05,2024-06-05,0,False
C02456,2024-06-21,Organic,UK,Desktop,Seasonal Gifters,94.06,1.98,0.28,0.04,4,372.77,160.09,93.1925,0.0,0.75,2024-06-21,2025-05-10,323,True
C02457,2024-06-22,Organic,UK,Mobile,Promo Shoppers,87.65,2.64,0.66,0.08,5,325.9,139.46,65.17999999999999,0.0,1.0,2024-06-22,2025-03-21,272,True
C02458,2024-07-20,Organic,UK,Desktop,Steady Repeaters,81.51,3.52,0.24,0.05,3,231.01,111.41,77.00333333333333,0.0,0.6666666666666666,2024-07-20,2024-09-10,52,True
C02459,2024-02-24,Organic,US,Desktop,Seasonal Gifters,103.0,1.98,0.28,0.04,3,312.85,147.52,104.28333333333335,0.0,0.3333333333333333,2024-02-24,2024-09-28,217,True
