order_id,customer_id,order_date,order_number,acquisition_channel,country,device_type,customer_segment,product_category,units,gross_revenue,discount_amount,net_revenue,shipping_revenue,cogs,fulfilment_cost,payment_fee,refund_amount,net_profit,profit_margin_pct,used_discount,order_status,days_since_prior_order
O005527,C02341,2025-05-11,2,Google,Germany,Mobile,Steady Repeaters,Home,3,107.01,0.0,107.01,2.99,56.56,6.54,3.3,0.0,43.59,40.73,False,Completed,48.0
O005528,C02342,2024-03-15,1,Email,UK,Mobile,One-Time Buyers,Beauty,2,48.4,0.0,48.4,3.99,17.27,5.07,1.6,0.0,28.44,58.77,False,Refunded,
O005529,C02343,2024-08-15,1,Facebook,UK,Mobile,Steady Repeaters,Beauty,1,72.92,0.0,72.92,0.0,28.1,3.32,2.31,0.0,39.19,53.74,False,Completed,
O005530,C02343,2024-09-30,2,Facebook,UK,Mobile,Steady Repeaters,Accessories,2,75.49,0.0,75.49,4.99,23.52,4.4,2.39,0.0,50.17,66.47,False,Completed,46.0
O005531,C02343,2024-11-14,3,Facebook,UK,Mobile,Steady Repeaters,Home,3,91.54,0.0,91.54,0.0,49.29,5.0,2.85,0.0,34.39,37.57,False,Completed,45.0
O005532,C02343,2025-01-23,4,Facebook,UK,Mobile,Steady Repeaters,Bundles,1,79.34,11.46,67.87,0.0,35.39,3.51,2.17,0.0,26.8,39.49,True,Completed,70.0
O005533,C02343,2025-03-20,5,Facebook,UK,Mobile,Steady Repeaters,Accessories,1,65.96,0.0,65.96,2.99,20.43,3.42,2.11,0.0,42.99,65.18,False,Completed,56.0
O005534,C02344,2024-05-12,1,Organic,Germany,Desktop,One-Time Buyers,Accessories,1,55.96,0.0,55.96,3.99,17.58,3.73,1.82,0.0,36.82,65.79,False,Completed,
O005535,C02345,2024-08-11,1,Email,UK,Mobile,Steady Repeaters,Accessories,2,93.2,7.79,85.42,3.99,28.85,4.48,2.68,0.0,53.4,62.52,True,Completed,
O005536,C02345,2024-10-17,2,Email,UK,Mobile,Steady Repeaters,Bundles,1,92.45,0.0,92.45,3.99,43.88,3.37,2.88,0.0,46.31,50.09,False,Completed,67.0
O005537,C02345,2024-11-14,3,Email,UK,Mobile,Steady Repeaters,Beauty,2,137.99,0.0,137.99,0.0,53.14,4.42,4.2,0.0,76.23,55.24,False,Completed,28.0
O005538,C02345,2025-01-19,4,Email,UK,Mobile,Steady Repeaters,Accessories,2,125.06,14.34,110.72,2.99,40.81,4.22,3.41,0.0,65.27,58.95,True,Completed,66.0
O005539,C02345,2025-03-09,5,Email,UK,Mobile,Steady Repeaters,Home,2,109.26,0.0,109.26,0.0,58.87,4.26,3.37,0.0,42.76,39.14,False,Completed,49.0
O005540,C02345,2025-05-07,6,Email,UK,Mobile,Steady Repeaters,Beauty,1,115.83,0.0,115.83,0.0,42.37,3.71,3.56,0.0,66.18,57.14,False,Completed,59.0
O005541,C02345,2025-06-19,7,Email,UK,Mobile,Steady Repeaters,Bundles,1,122.63,0.0,122.63,0.0,56.78,3.62,3.76,0.0,58.47,47.68,False,Completed,43.0
O005542,C02346,2024-03-02,1,Organic,UK,Desktop,Promo Shoppers,Home,1,56.97,16.51,40.46,2.99,30.77,3.8,1.37,0.0,7.51,18.55,True,Partially Refunded,
O005543,C02347,2024-10-27,1,Organic,Germany,Tablet,Steady Repeaters,Beauty,2,80.73,8.48,72.25,3.99,30.62,4.52,2.3,0.0,38.81,53.71,True,Completed,
O005544,C02347,2024-12-08,2,Organic,Germany,Tablet,Steady Repeaters,Supplements,2,85.23,12.2,73.03,2.99,37.3,4.85,2.32,0.0,31.55,43.2,True,Completed,42.0
O005545,C02348,2024-04-07,1,Email,France,Desktop,Promo Shoppers,Supplements,2,71.59,18.54,53.05,3.99,29.08,4.49,1.74,0.0,21.73,40.97,True,Completed,
O005546,C02348,2024-06-21,2,Email,France,Desktop,Promo Shoppers,Supplements,2,72.6,20.75,51.85,3.99,31.2,5.02,1.7,0.0,17.91,34.55,True,Completed,75.0
O005547,C02348,2024-09-08,3,Email,France,Desktop,Promo Shoppers,Home,1,76.64,18.42,58.23,4.99,39.33,3.47,1.89,0.0,18.52,31.81,True,Completed,79.0
O005548,C02349,2024-08-13,1,Organic,France,Mobile,One-Time Buyers,Beauty,2,43.14,0.0,43.14,3.99,17.09,4.32,1.45,0.0,24.27,56.26,False,Completed,
O005549,C02350,2025-01-04,1,Google,UK,Tablet,One-Time Buyers,Supplements,2,54.91,0.0,54.91,0.0,23.0,4.75,1.79,0.0,25.37,46.21,False,Completed,
O005550,C02351,2024-05-15,1,Email,UK,Desktop,Seasonal Gifters,Gift Sets,1,93.93,0.0,93.93,3.99,46.42,3.69,2.92,0.0,44.89,47.79,False,Completed,
O005551,C02351,2024-11-03,2,Email,UK,Desktop,Seasonal Gifters,Home,2,117.1,0.0,117.1,0.0,68.33,4.23,3.6,0.0,40.94,34.97,False,Completed,172.0
O005552,C02351,2025-03-07,3,Email,UK,Desktop,Seasonal Gifters,Home,2,106.74,0.0,106.74,0.0,59.29,4.69,3.3,0.0,39.47,36.97,False,Partially Refunded,124.0
O005553,C02351,2025-06-18,4,Email,UK,Desktop,Seasonal Gifters,Home,1,94.54,0.0,94.54,0.0,49.87,3.43,2.94,0.0,38.29,40.51,False,Completed,103.0
O005554,C02352,2024-05-17,1,Organic,UK,Desktop,Steady Repeaters,Home,3,65.52,0.0,65.52,4.99,38.51,6.44,2.1,0.0,23.45,35.8,False,Completed,
O005555,C02352,2024-06-30,2,Organic,UK,Desktop,Steady Repeaters,Home,1,134.59,0.0,134.59,2.99,74.18,3.87,4.1,0.0,55.44,41.19,False,Completed,44.0
O005556,C02352,2024-08-31,3,Organic,UK,Desktop,Steady Repeaters,Beauty,3,70.23,0.0,70.23,3.99,26.29,5.59,2.24,43.66,-3.55,-5.05,False,Completed,62.0
O005557,C02352,2024-11-01,4,Organic,UK,Desktop,Steady Repeaters,Supplements,1,128.23,11.75,116.48,2.99,55.48,3.85,3.58,0.0,56.56,48.56,True,Completed,62.0
O005558,C02352,2024-12-24,5,Organic,UK,Desktop,Steady Repeaters,Gift Sets,1,161.22,0.0,161.22,0.0,84.41,3.54,4.88,0.0,68.4,42.43,False,Completed,53.0
O005559,C02352,2025-01-01,6,Organic,UK,Desktop,Steady Repeaters,Home,2,114.87,0.0,114.87,3.99,67.24,4.67,3.53,0.0,43.42,37.8,False,Completed,8.0
O005560,C02352,2025-02-14,7,Organic,UK,Desktop,Steady Repeaters,Bundles,1,106.25,9.64,96.61,3.99,46.26,3.48,3.0,0.0,47.86,49.54,True,Completed,44.0
O005561,C02352,2025-03-26,8,Organic,UK,Desktop,Steady Repeaters,Beauty,1,108.86,0.0,108.86,0.0,42.3,3.33,3.36,0.0,59.87,55.0,False,Completed,40.0
O005562,C02352,2025-06-06,9,Organic,UK,Desktop,Steady Repeaters,Beauty,2,123.92,0.0,123.92,2.99,46.98,5.1,3.79,0.0,71.04,57.33,False,Completed,72.0
O005563,C02353,2025-03-14,1,Email,UK,Mobile,Promo Shoppers,Accessories,1,62.48,0.0,62.48,0.0,18.59,3.74,2.01,0.0,38.12,61.02,False,Completed,
O005564,C02353,2025-05-05,2,Email,UK,Mobile,Promo Shoppers,Supplements,1,67.04,20.17,46.87,0.0,26.75,3.41,1.56,0.0,15.15,32.32,True,Refunded,52.0
O005565,C02353,2025-06-26,3,Email,UK,Mobile,Promo Shoppers,Supplements,1,53.95,12.82,41.13,3.99,22.06,3.5,1.39,0.0,18.17,44.18,True,Completed,52.0
O005566,C02354,2024-03-20,1,Referral,UK,Mobile,Promo Shoppers,Accessories,2,128.19,35.47,92.72,3.99,38.86,4.73,2.89,0.0,50.23,54.18,True,Refunded,
O005567,C02355,2024-05-05,1,Google,UK,Desktop,One-Time Buyers,Accessories,3,51.47,0.0,51.47,0.0,16.38,6.02,1.69,0.0,27.38,53.2,False,Completed,
O005568,C02356,2024-04-19,1,Organic,UK,Tablet,Seasonal Gifters,Supplements,1,71.52,0.0,71.52,4.99,31.77,3.67,2.27,0.0,38.8,54.25,False,Completed,
O005569,C02357,2024-02-15,1,Google,France,Mobile,Steady Repeaters,Supplements,1,91.53,0.0,91.53,0.0,40.79,3.33,2.85,0.0,44.56,48.68,False,Completed,
O005570,C02357,2024-03-29,2,Google,France,Mobile,Steady Repeaters,Home,1,102.71,0.0,102.71,2.99,56.15,3.6,3.18,0.0,42.76,41.63,False,Completed,43.0
O005571,C02357,2024-05-28,3,Google,France,Mobile,Steady Repeaters,Accessories,1,91.6,9.21,82.39,2.99,28.82,3.39,2.59,53.88,-3.31,-4.02,True,Completed,60.0
O005572,C02357,2024-08-01,4,Google,France,Mobile,Steady Repeaters,Accessories,1,109.22,0.0,109.22,3.99,35.95,3.64,3.37,0.0,70.25,64.32,False,Completed,65.0
O005573,C02358,2024-06-13,1,Referral,France,Tablet,One-Time Buyers,Bundles,2,77.82,0.0,77.82,0.0,36.02,4.26,2.46,0.0,35.08,45.09,False,Completed,
O005574,C02359,2025-04-05,1,Google,UK,Desktop,Seasonal Gifters,Home,2,86.04,0.0,86.04,2.99,44.64,4.19,2.7,0.0,37.51,43.6,False,Completed,
O005575,C02360,2024-10-05,1,Google,UK,Desktop,Seasonal Gifters,Beauty,2,117.57,0.0,117.57,0.0,42.33,4.43,3.61,0.0,67.2,57.16,False,Completed,
O005576,C02360,2025-02-12,2,Google,UK,Desktop,Seasonal Gifters,Bundles,2,93.69,0.0,93.69,0.0,44.04,4.63,2.92,0.0,42.1,44.94,False,Completed,130.0
O005577,C02361,2024-09-28,1,Google,UK,Tablet,Steady Repeaters,Beauty,3,121.84,0.0,121.84,2.99,44.7,6.06,3.73,0.0,70.35,57.74,False,Completed,
O005578,C02361,2024-11-03,2,Google,UK,Tablet,Steady Repeaters,Supplements,2,191.22,0.0,191.22,0.0,75.56,4.83,5.75,0.0,105.09,54.96,False,Completed,36.0
O005579,C02362,2024-05-25,1,Facebook,France,Mobile,Seasonal Gifters,Accessories,1,116.13,14.08,102.05,0.0,38.65,3.83,3.16,0.0,56.41,55.28,True,Completed,
O005580,C02363,2024-03-26,1,Email,US,Mobile,Steady Repeaters,Bundles,1,97.61,0.0,97.61,0.0,42.44,3.57,3.03,0.0,48.57,49.76,False,Completed,
O005581,C02363,2024-04-28,2,Email,US,Mobile,Steady Repeaters,Home,1,94.0,0.0,94.0,3.99,50.11,3.53,2.93,0.0,41.42,44.06,False,Completed,33.0
O005582,C02363,2024-06-07,3,Email,US,Mobile,Steady Repeaters,Supplements,1,122.45,0.0,122.45,0.0,53.03,3.8,3.75,0.0,61.87,50.53,False,Completed,40.0
O005583,C02363,2024-07-21,4,Email,US,Mobile,Steady Repeaters,Supplements,1,146.14,0.0,146.14,4.99,65.1,3.66,4.44,0.0,77.94,53.33,False,Completed,44.0
O005584,C02363,2024-09-13,5,Email,US,Mobile,Steady Repeaters,Beauty,2,127.94,0.0,127.94,4.99,48.21,4.42,3.91,0.0,76.39,59.71,False,Completed,54.0
O005585,C02363,2024-11-13,6,Email,US,Mobile,Steady Repeaters,Beauty,3,169.0,0.0,169.0,2.99,60.34,5.22,5.1,0.0,101.33,59.96,False,Completed,61.0
O005586,C02363,2025-01-16,7,Email,US,Mobile,Steady Repeaters,Home,1,103.13,0.0,103.13,3.99,53.92,3.4,3.19,0.0,46.6,45.19,False,Completed,64.0
O005587,C02363,2025-03-16,8,Email,US,Mobile,Steady Repeaters,Supplements,1,95.8,0.0,95.8,3.99,42.65,3.31,2.98,0.0,50.86,53.09,False,Completed,59.0
O005588,C02363,2025-05-25,9,Email,US,Mobile,Steady Repeaters,Supplements,1,91.18,0.0,91.18,0.0,37.89,3.82,2.84,0.0,46.63,51.13,False,Completed,70.0
O005589,C02364,2024-06-04,1,Google,UK,Mobile,Steady Repeaters,Accessories,2,44.98,0.0,44.98,4.99,14.19,4.14,1.5,0.0,30.13,66.98,False,Completed,
O005590,C02364,2024-07-25,2,Google,UK,Mobile,Steady Repeaters,Home,2,37.7,0.0,37.7,2.99,21.66,4.32,1.29,0.0,13.42,35.59,False,Completed,51.0
O005591,C02364,2024-10-09,3,Google,UK,Mobile,Steady Repeaters,Gift Sets,2,54.87,6.89,47.98,4.99,28.29,4.48,1.59,0.0,18.61,38.78,True,Completed,76.0
O005592,C02364,2024-12-30,4,Google,UK,Mobile,Steady Repeaters,Accessories,1,53.55,0.0,53.55,3.99,16.63,3.54,1.75,0.0,35.61,66.51,False,Completed,82.0
O005593,C02364,2025-02-16,5,Google,UK,Mobile,Steady Repeaters,Accessories,2,33.75,2.75,31.0,0.0,11.36,4.43,1.1,0.0,14.11,45.52,True,Completed,48.0
O005594,C02364,2025-04-17,6,Google,UK,Mobile,Steady Repeaters,Supplements,2,50.38,0.0,50.38,0.0,21.8,5.26,1.66,0.0,21.66,42.99,False,Completed,60.0
O005595,C02364,2025-06-11,7,Google,UK,Mobile,Steady Repeaters,Supplements,1,40.47,0.0,40.47,2.99,17.55,3.57,1.37,0.0,20.98,51.83,False,Completed,55.0
O005596,C02365,2024-06-12,1,Facebook,Germany,Desktop,Promo Shoppers,Supplements,2,55.82,15.25,40.57,0.0,23.39,4.84,1.38,0.0,10.97,27.03,True,Completed,
O005597,C02366,2024-12-19,1,Referral,UK,Tablet,Promo Shoppers,Beauty,1,70.28,0.0,70.28,4.99,27.48,3.88,2.24,0.0,41.68,59.3,False,Completed,
O005598,C02366,2025-01-22,2,Referral,UK,Tablet,Promo Shoppers,Accessories,1,56.89,11.38,45.5,3.99,16.94,3.68,1.52,42.35,-15.01,-32.98,True,Completed,34.0
O005599,C02366,2025-03-28,3,Referral,UK,Tablet,Promo Shoppers,Gift Sets,4,54.04,12.44,41.6,2.99,25.95,8.0,1.41,0.0,9.23,22.19,True,Completed,65.0
O005600,C02367,2025-04-22,1,Facebook,UK,Desktop,Promo Shoppers,Beauty,2,64.71,0.0,64.71,3.99,24.0,5.24,2.08,0.0,37.39,57.77,False,Completed,
O005601,C02367,2025-06-07,2,Facebook,UK,Desktop,Promo Shoppers,Accessories,1,62.8,16.57,46.24,4.99,19.81,3.73,1.54,0.0,26.15,56.55,True,Completed,46.0
O005602,C02368,2024-02-21,1,Google,Germany,Desktop,One-Time Buyers,Supplements,2,48.37,8.69,39.69,0.0,19.29,5.15,1.35,0.0,13.9,35.03,True,Completed,
O005603,C02369,2024-01-16,1,Organic,US,Desktop,Steady Repeaters,Supplements,3,94.19,0.0,94.19,0.0,37.48,6.5,2.93,0.0,47.28,50.2,False,Partially Refunded,
O005604,C02370,2024-02-10,1,Facebook,US,Desktop,Steady Repeaters,Accessories,1,75.92,0.0,75.92,0.0,25.92,3.81,2.4,0.0,43.79,57.67,False,Completed,
O005605,C02370,2024-03-06,2,Facebook,US,Desktop,Steady Repeaters,Supplements,1,78.64,8.8,69.85,3.99,32.51,3.52,2.23,0.0,35.58,50.94,True,Completed,25.0
O005606,C02371,2024-08-18,1,Google,US,Mobile,Seasonal Gifters,Gift Sets,1,111.91,17.91,94.0,0.0,59.64,3.47,2.93,0.0,27.97,29.75,True,Completed,
O005607,C02371,2024-12-01,2,Google,US,Mobile,Seasonal Gifters,Beauty,3,220.75,0.0,220.75,0.0,83.21,5.49,6.6,0.0,125.44,56.83,False,Completed,105.0
O005608,C02372,2025-04-08,1,Google,UK,Desktop,Steady Repeaters,Accessories,2,120.95,0.0,120.95,3.99,40.45,4.13,3.71,0.0,76.65,63.38,False,Completed,
O005609,C02372,2025-05-28,2,Google,UK,Desktop,Steady Repeaters,Supplements,2,109.87,0.0,109.87,3.99,44.72,4.77,3.39,0.0,60.99,55.51,False,Completed,50.0
O005610,C02372,2025-06-26,3,Google,UK,Desktop,Steady Repeaters,Beauty,1,94.0,0.0,94.0,0.0,38.08,3.54,2.93,0.0,49.45,52.61,False,Completed,29.0
O005611,C02373,2024-01-21,1,Organic,UK,Mobile,One-Time Buyers,Home,1,42.99,0.0,42.99,3.99,23.57,3.68,1.45,30.74,-12.46,-28.97,False,Completed,
O005612,C02374,2025-01-30,1,Organic,Germany,Mobile,Seasonal Gifters,Home,2,100.14,0.0,100.14,3.99,58.64,5.13,3.1,0.0,37.26,37.21,False,Completed,
O005613,C02374,2025-05-12,2,Organic,Germany,Mobile,Seasonal Gifters,Supplements,2,92.84,0.0,92.84,2.99,36.9,4.72,2.89,0.0,51.31,55.27,False,Completed,102.0
O005614,C02375,2025-01-27,1,Facebook,UK,Mobile,VIP Loyalists,Beauty,1,134.16,0.0,134.16,3.99,49.91,3.48,4.09,0.0,80.67,60.13,False,Completed,
O005615,C02375,2025-04-02,2,Facebook,UK,Mobile,VIP Loyalists,Supplements,1,106.07,0.0,106.07,3.99,44.96,3.57,3.28,0.0,58.24,54.91,False,Completed,65.0
O005616,C02375,2025-05-15,3,Facebook,UK,Mobile,VIP Loyalists,Accessories,1,117.82,0.0,117.82,0.0,37.61,3.81,3.62,0.0,72.77,61.77,False,Completed,43.0
O005617,C02375,2025-06-13,4,Facebook,UK,Mobile,VIP Loyalists,Home,1,100.83,0.0,100.83,4.99,57.65,3.42,3.12,33.04,8.59,8.52,False,Completed,29.0
O005618,C02376,2024-02-01,1,Referral,UK,Mobile,VIP Loyalists,Beauty,2,180.02,16.51,163.51,2.99,66.32,4.58,4.94,0.0,90.65,55.44,True,Completed,
O005619,C02376,2024-02-20,2,Referral,UK,Mobile,VIP Loyalists,Beauty,1,170.61,0.0,170.61,0.0,69.0,3.8,5.15,0.0,92.66,54.31,False,Completed,19.0
O005620,C02376,2024-03-16,3,Referral,UK,Mobile,VIP Loyalists,Supplements,3,118.96,0.0,118.96,3.99,51.21,6.28,3.65,0.0,61.81,51.96,False,Completed,25.0
O005621,C02376,2024-04-15,4,Referral,UK,Mobile,VIP Loyalists,Home,3,179.03,0.0,179.03,3.99,97.55,6.19,5.39,0.0,73.89,41.27,False,Completed,30.0
O005622,C02376,2024-04-29,5,Referral,UK,Mobile,VIP Loyalists,Accessories,2,157.11,0.0,157.11,2.99,48.41,4.12,4.76,0.0,102.8,65.43,False,Completed,14.0
O005623,C02376,2024-06-20,6,Referral,UK,Mobile,VIP Loyalists,Beauty,1,123.42,0.0,123.42,4.99,49.83,3.56,3.78,0.0,71.24,57.72,False,Completed,52.0
O005624,C02377,2024-12-04,1,Google,UK,Desktop,One-Time Buyers,Supplements,3,64.91,10.78,54.13,3.99,27.84,5.1,1.77,0.0,23.4,43.24,True,Completed,
O005625,C02378,2024-02-29,1,Google,Germany,Mobile,Steady Repeaters,Home,1,91.46,9.27,82.19,3.99,47.82,3.72,2.58,0.0,32.06,39.01,True,Completed,
O005626,C02378,2024-04-22,2,Google,Germany,Mobile,Steady Repeaters,Bundles,2,87.44,0.0,87.44,3.99,39.2,5.04,2.74,75.46,-31.01,-35.47,False,Completed,53.0
O005627,C02378,2024-05-31,3,Google,Germany,Mobile,Steady Repeaters,Home,1,79.72,0.0,79.72,0.0,46.03,3.63,2.51,0.0,27.56,34.57,False,Completed,39.0
O005628,C02378,2024-06-26,4,Google,Germany,Mobile,Steady Repeaters,Gift Sets,1,70.39,0.0,70.39,3.99,36.46,3.85,2.24,0.0,31.83,45.21,False,Completed,26.0
O005629,C02378,2024-08-31,5,Google,Germany,Mobile,Steady Repeaters,Supplements,1,63.78,0.0,63.78,2.99,25.73,3.7,2.05,0.0,35.28,55.32,False,Completed,66.0
O005630,C02379,2024-02-03,1,Email,UK,Desktop,Steady Repeaters,Accessories,2,71.92,0.0,71.92,0.0,24.59,5.08,2.29,0.0,39.96,55.56,False,Completed,
O005631,C02379,2024-03-28,2,Email,UK,Desktop,Steady Repeaters,Supplements,2,136.4,0.0,136.4,2.99,54.4,4.41,4.16,0.0,76.43,56.03,False,Completed,54.0
O005632,C02379,2024-05-01,3,Email,UK,Desktop,Steady Repeaters,Supplements,2,108.9,0.0,108.9,0.0,45.69,5.25,3.36,0.0,54.61,50.14,False,Completed,34.0
O005633,C02379,2024-07-04,4,Email,UK,Desktop,Steady Repeaters,Bundles,3,94.23,0.0,94.23,0.0,43.73,6.4,2.93,0.0,41.17,43.69,False,Completed,64.0
O005634,C02379,2024-08-06,5,Email,UK,Desktop,Steady Repeaters,Beauty,2,90.35,6.97,83.38,0.0,32.82,5.29,2.62,0.0,42.65,51.15,True,Completed,33.0
O005635,C02379,2024-09-20,6,Email,UK,Desktop,Steady Repeaters,Accessories,2,74.3,5.74,68.56,0.0,23.81,5.15,2.19,0.0,37.41,54.56,True,Completed,45.0
O005636,C02380,2024-11-22,1,Google,UK,Tablet,Steady Repeaters,Gift Sets,2,53.22,0.0,53.22,3.99,25.01,4.68,1.74,0.0,25.78,48.44,False,Completed,
O005637,C02380,2025-01-11,2,Google,UK,Tablet,Steady Repeaters,Supplements,3,50.1,0.0,50.1,3.99,20.76,6.06,1.65,0.0,25.61,51.12,False,Completed,50.0
O005638,C02380,2025-02-14,3,Google,UK,Tablet,Steady Repeaters,Supplements,1,54.07,0.0,54.07,3.99,23.63,3.83,1.77,0.0,28.83,53.32,False,Completed,34.0
O005639,C02381,2025-02-04,1,Organic,US,Mobile,Seasonal Gifters,Home,1,171.61,0.0,171.61,2.99,94.75,3.43,5.18,0.0,71.25,41.52,False,Completed,
O005640,C02382,2025-06-03,1,Facebook,Germany,Tablet,Promo Shoppers,Accessories,3,48.92,15.09,33.83,0.0,14.83,5.01,1.18,0.0,12.81,37.87,True,Completed,
O005641,C02383,2025-04-22,1,Google,UK,Mobile,Steady Repeaters,Accessories,3,98.24,0.0,98.24,0.0,29.31,6.46,3.05,0.0,59.42,60.48,False,Completed,
O005642,C02384,2024-05-25,1,Referral,UK,Tablet,Promo Shoppers,Accessories,2,42.19,9.35,32.84,0.0,13.14,4.53,1.15,17.67,-3.67,-11.17,True,Completed,
O005643,C02384,2024-07-06,2,Referral,UK,Tablet,Promo Shoppers,Gift Sets,1,50.33,11.91,38.43,3.99,24.94,3.32,1.31,0.0,12.84,33.41,True,Completed,42.0
O005644,C02384,2024-08-29,3,Referral,UK,Tablet,Promo Shoppers,Beauty,2,59.23,16.63,42.6,3.99,21.57,5.25,1.44,0.0,18.33,43.03,True,Completed,54.0
O005645,C02385,2025-05-13,1,Facebook,UK,Desktop,One-Time Buyers,Home,1,65.0,12.73,52.26,3.99,33.79,3.7,1.72,0.0,17.05,32.63,True,Completed,
O005646,C02386,2024-01-21,1,Organic,UK,Mobile,Promo Shoppers,Supplements,2,76.44,0.0,76.44,4.99,33.55,4.78,2.42,0.0,40.68,53.22,False,Completed,
O005647,C02386,2024-03-31,2,Organic,UK,Mobile,Promo Shoppers,Bundles,2,74.52,0.0,74.52,0.0,31.61,4.98,2.36,0.0,35.58,47.74,False,Completed,70.0
O005648,C02386,2024-06-15,3,Organic,UK,Mobile,Promo Shoppers,Bundles,1,68.5,17.64,50.86,0.0,31.57,3.61,1.67,0.0,13.99,27.52,True,Completed,76.0
O005649,C02387,2025-04-04,1,Google,US,Desktop,Steady Repeaters,Bundles,2,108.44,12.89,95.55,4.99,47.4,5.07,2.97,0.0,45.1,47.2,True,Completed,
O005650,C02387,2025-05-09,2,Google,US,Desktop,Steady Repeaters,Beauty,2,116.42,0.0,116.42,0.0,42.4,5.02,3.58,0.0,65.43,56.2,False,Completed,35.0
O005651,C02388,2024-09-18,1,Referral,UK,Mobile,One-Time Buyers,Supplements,1,40.76,5.59,35.17,3.99,16.87,3.62,1.22,0.0,17.46,49.64,True,Completed,
O005652,C02389,2024-04-20,1,Organic,UK,Mobile,Promo Shoppers,Gift Sets,1,101.52,17.92,83.6,2.99,47.89,3.35,2.62,0.0,32.73,39.14,True,Completed,
O005653,C02389,2024-06-22,2,Organic,UK,Mobile,Promo Shoppers,Bundles,4,68.82,22.13,46.68,4.99,30.15,7.95,1.55,0.0,12.02,25.74,True,Completed,63.0
O005654,C02389,2024-09-16,3,Organic,UK,Mobile,Promo Shoppers,Beauty,1,85.83,23.06,62.77,0.0,34.45,3.47,2.02,0.0,22.82,36.36,True,Completed,86.0
O005655,C02390,2024-01-13,1,Referral,US,Desktop,Steady Repeaters,Beauty,2,112.97,0.0,112.97,3.99,40.97,4.83,3.48,0.0,67.68,59.91,False,Completed,
O005656,C02390,2024-03-13,2,Referral,US,Desktop,Steady Repeaters,Home,2,141.85,0.0,141.85,0.0,77.42,4.35,4.31,0.0,55.77,39.31,False,Completed,60.0
O005657,C02390,2024-04-23,3,Referral,US,Desktop,Steady Repeaters,Home,2,81.1,10.26,70.84,0.0,46.13,4.26,2.25,0.0,18.2,25.69,True,Refunded,41.0
O005658,C02390,2024-07-18,4,Referral,US,Desktop,Steady Repeaters,Supplements,3,70.68,8.63,62.04,2.99,27.88,6.69,2.0,0.0,28.46,45.87,True,Completed,86.0
O005659,C02391,2024-11-14,1,Facebook,UK,Mobile,One-Time Buyers,Supplements,4,109.71,12.14,97.57,3.99,46.36,6.52,3.03,0.0,45.65,46.79,True,Completed,
O005660,C02392,2024-03-12,1,Email,UK,Desktop,One-Time Buyers,Bundles,2,43.53,0.0,43.53,3.99,20.1,4.45,1.46,0.0,21.51,49.42,False,Completed,
O005661,C02393,2024-02-15,1,Referral,UK,Mobile,One-Time Buyers,Home,2,66.27,7.34,58.94,0.0,36.92,5.3,1.91,0.0,14.81,25.13,True,Completed,
O005662,C02394,2025-05-25,1,Email,US,Mobile,Promo Shoppers,Home,3,84.79,18.74,66.05,0.0,43.88,5.12,2.12,0.0,14.93,22.6,True,Completed,
O005663,C02395,2024-03-18,1,Facebook,UK,Mobile,Promo Shoppers,Home,1,38.74,8.7,30.04,3.99,20.15,3.73,1.07,0.0,9.08,30.21,True,Completed,
O005664,C02396,2025-02-23,1,Referral,US,Mobile,One-Time Buyers,Accessories,3,42.82,0.0,42.82,0.0,13.14,5.25,1.44,0.0,22.99,53.68,False,Completed,
O005665,C02397,2025-06-22,1,Google,Germany,Desktop,Seasonal Gifters,Beauty,1,119.42,0.0,119.42,0.0,48.17,3.84,3.66,0.0,63.75,53.38,False,Completed,
O005666,C02398,2025-03-11,1,Facebook,UK,Mobile,Seasonal Gifters,Gift Sets,1,98.05,0.0,98.05,4.99,49.52,3.46,3.04,0.0,47.02,47.95,False,Completed,
O005667,C02399,2024-09-21,1,Organic,US,Mobile,Seasonal Gifters,Beauty,2,155.62,23.52,132.1,3.99,59.87,5.29,4.03,0.0,66.9,50.65,True,Completed,
O005668,C02400,2024-06-09,1,Facebook,Germany,Mobile,One-Time Buyers,Bundles,3,41.72,7.43,34.29,2.99,17.87,6.23,1.19,0.0,11.98,34.94,True,Completed,
O005669,C02401,2024-11-12,1,Referral,UK,Desktop,Seasonal Gifters,Gift Sets,1,137.37,21.97,115.4,0.0,72.56,3.83,3.55,0.0,35.46,30.73,True,Completed,
O005670,C02401,2025-03-07,2,Referral,UK,Desktop,Seasonal Gifters,Home,1,140.14,0.0,140.14,4.99,79.22,3.78,4.26,0.0,57.87,41.3,False,Completed,115.0
O005671,C02401,2025-06-24,3,Referral,UK,Desktop,Seasonal Gifters,Gift Sets,2,131.22,0.0,131.22,0.0,63.84,4.82,4.01,0.0,58.56,44.63,False,Completed,109.0
O005672,C02402,2024-09-08,1,Google,US,Desktop,VIP Loyalists,Accessories,1,140.48,0.0,140.48,2.99,42.6,3.57,4.27,0.0,93.02,66.21,False,Completed,
O005673,C02402,2024-10-16,2,Google,US,Desktop,VIP Loyalists,Beauty,1,97.88,0.0,97.88,3.99,36.93,3.8,3.04,0.0,58.11,59.36,False,Completed,38.0
O005674,C02402,2024-11-12,3,Google,US,Desktop,VIP Loyalists,Supplements,2,156.15,0.0,156.15,2.99,67.02,4.18,4.73,0.0,83.2,53.29,False,Completed,27.0
